epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,997.589,0.90937,0.47513,0.86053,0.93534,0.9316,0.95271,0.69168,0.96681,0.49136,0.89959,0.00127928,0.00127928,0.00127928
366,999.993,0.92534,0.48447,0.86681,0.93334,0.92737,0.95173,0.68859,0.97409,0.5044,0.90215,0.0012773,0.0012773,0.0012773
367,1002.41,0.87422,0.45961,0.86026,0.93171,0.92727,0.95045,0.68774,0.987,0.49527,0.9065,0.00127532,0.00127532,0.00127532
368,1004.87,0.94566,0.48662,0.87335,0.93204,0.92023,0.9496,0.69248,0.97434,0.49462,0.90492,0.00127334,0.00127334,0.00127334
369,1007.18,0.92119,0.48416,0.87993,0.93964,0.91212,0.94989,0.67797,1.01714,0.49775,0.9142,0.00127136,0.00127136,0.00127136
370,1009.59,0.90756,0.47925,0.87263,0.93189,0.92511,0.95173,0.68188,0.98629,0.48812,0.90353,0.00126938,0.00126938,0.00126938
371,1012.14,0.97334,0.49131,0.87199,0.92706,0.92597,0.95108,0.68008,0.9886,0.48575,0.90514,0.0012674,0.0012674,0.0012674
372,1014.51,0.93027,0.47997,0.87984,0.9394,0.92597,0.95616,0.66674,1.07464,0.50557,0.92059,0.00126542,0.00126542,0.00126542
373,1017.02,0.9559,0.48551,0.86198,0.92683,0.92669,0.95241,0.68726,0.98879,0.49048,0.90195,0.00126344,0.00126344,0.00126344
374,1020.2,0.95526,0.48474,0.86998,0.92631,0.91423,0.94813,0.67026,1.03287,0.50698,0.90688,0.00126146,0.00126146,0.00126146
375,1022.72,0.91189,0.46842,0.85906,0.92796,0.91448,0.94637,0.68021,1.00536,0.50289,0.90387,0.00125948,0.00125948,0.00125948
376,1025.5,0.91302,0.46866,0.86608,0.91251,0.89855,0.92967,0.6515,1.06091,0.56581,0.9127,0.0012575,0.0012575,0.0012575
377,1028.23,0.92299,0.47238,0.8756,0.90505,0.88961,0.91271,0.63096,1.08914,0.73426,0.91907,0.00125552,0.00125552,0.00125552
378,1030.9,0.94271,0.48162,0.86852,0.9212,0.9059,0.91849,0.65308,1.02591,0.84697,0.90975,0.00125354,0.00125354,0.00125354
379,1033.46,0.91559,0.48081,0.86277,0.91351,0.9039,0.91764,0.64253,1.0579,0.85081,0.91415,0.00125156,0.00125156,0.00125156
380,1036.02,0.87382,0.46297,0.85231,0.9213,0.92597,0.94835,0.67959,0.98119,0.50182,0.90231,0.00124958,0.00124958,0.00124958
381,1038.43,0.90308,0.47018,0.85431,0.92211,0.93274,0.95198,0.6825,1.00643,0.49252,0.90722,0.0012476,0.0012476,0.0012476
382,1040.87,0.96511,0.47592,0.87877,0.92791,0.93049,0.95194,0.67617,1.02137,0.48991,0.90987,0.00124562,0.00124562,0.00124562
383,1043.58,0.91103,0.48073,0.86867,0.92642,0.92814,0.94915,0.68954,0.96833,0.49271,0.89798,0.00124364,0.00124364,0.00124364
384,1046.16,0.92755,0.47697,0.8687,0.92788,0.92121,0.94903,0.68091,0.9894,0.49519,0.90104,0.00124166,0.00124166,0.00124166
385,1048.67,0.9532,0.47639,0.87494,0.93824,0.90751,0.94948,0.67932,1.00284,0.49492,0.90531,0.00123968,0.00123968,0.00123968
386,1051.36,0.89761,0.46191,0.85781,0.92637,0.90606,0.94427,0.69264,0.96188,0.50041,0.89537,0.0012377,0.0012377,0.0012377
387,1053.77,0.90534,0.47456,0.86117,0.93238,0.90303,0.94659,0.68139,1.01222,0.50762,0.90336,0.00123572,0.00123572,0.00123572
388,1056.38,0.90693,0.46846,0.86467,0.93031,0.92466,0.95428,0.66274,1.0699,0.4983,0.92494,0.00123374,0.00123374,0.00123374
389,1058.81,0.8878,0.45809,0.85789,0.92724,0.93074,0.9548,0.6433,1.11516,0.51147,0.94136,0.00123176,0.00123176,0.00123176
390,1061.27,0.85841,0.46342,0.85913,0.9257,0.92771,0.95206,0.66683,1.0542,0.50127,0.9189,0.00122978,0.00122978,0.00122978
391,1063.79,0.89919,0.47178,0.86807,0.92874,0.93087,0.95348,0.68395,1.00813,0.48748,0.90505,0.0012278,0.0012278,0.0012278
392,1067,0.96816,0.4905,0.87397,0.93398,0.92479,0.95454,0.67368,1.03427,0.50195,0.90793,0.00122582,0.00122582,0.00122582
393,1069.48,0.96096,0.49374,0.88,0.94133,0.92424,0.95516,0.67608,1.01894,0.50188,0.90651,0.00122384,0.00122384,0.00122384
394,1072,0.88317,0.45569,0.86014,0.93341,0.91634,0.95172,0.65936,1.03287,0.50352,0.91644,0.00122186,0.00122186,0.00122186
395,1074.53,0.91664,0.46384,0.86889,0.93062,0.91991,0.95137,0.66639,1.03221,0.50131,0.91581,0.00121988,0.00121988,0.00121988
396,1077.14,0.97048,0.48913,0.8862,0.93978,0.90476,0.95105,0.67602,1.03305,0.50445,0.91276,0.0012179,0.0012179,0.0012179
397,1079.77,0.90425,0.46839,0.86425,0.93218,0.91636,0.95126,0.67697,1.0338,0.50179,0.91277,0.00121592,0.00121592,0.00121592
398,1082.35,0.90632,0.47066,0.86424,0.92508,0.92478,0.95116,0.68953,0.97175,0.48706,0.89871,0.00121394,0.00121394,0.00121394
399,1084.85,0.9294,0.48324,0.87406,0.9253,0.92772,0.95133,0.66426,1.03139,0.49477,0.91308,0.00121196,0.00121196,0.00121196
400,1087.48,0.89454,0.46503,0.86299,0.93241,0.92559,0.95238,0.66322,1.02964,0.49601,0.91079,0.00120998,0.00120998,0.00120998
401,1090.52,0.94412,0.48314,0.87379,0.93731,0.92338,0.95292,0.67819,0.99558,0.48431,0.90479,0.001208,0.001208,0.001208
402,1092.94,0.88913,0.45823,0.87079,0.93144,0.92727,0.95232,0.65853,1.08685,0.49975,0.92017,0.00120602,0.00120602,0.00120602
403,1095.43,0.93384,0.46783,0.85706,0.93726,0.92251,0.95076,0.65769,1.10216,0.50625,0.91936,0.00120404,0.00120404,0.00120404
404,1098.05,1.00012,0.49108,0.89235,0.92868,0.92338,0.95228,0.69019,0.98672,0.48609,0.90421,0.00120206,0.00120206,0.00120206
405,1100.48,0.88599,0.45785,0.86059,0.9207,0.9298,0.9521,0.67279,1.03697,0.50234,0.91585,0.00120008,0.00120008,0.00120008
406,1102.95,0.92577,0.46841,0.85869,0.92116,0.9342,0.95061,0.68647,0.99335,0.49804,0.90326,0.0011981,0.0011981,0.0011981
407,1105.45,0.92657,0.47331,0.87406,0.92152,0.9355,0.94863,0.68527,0.99988,0.4955,0.90774,0.00119612,0.00119612,0.00119612
408,1107.89,0.89826,0.46177,0.86481,0.93064,0.92936,0.94803,0.63842,1.13464,0.51201,0.94089,0.00119414,0.00119414,0.00119414
409,1110.38,0.95328,0.4837,0.86476,0.9359,0.92338,0.95003,0.67075,1.02445,0.49687,0.912,0.00119216,0.00119216,0.00119216
410,1113.26,0.97331,0.48589,0.8702,0.92723,0.9303,0.9527,0.67516,1.00016,0.49782,0.90736,0.00119018,0.00119018,0.00119018
411,1115.63,0.90939,0.47083,0.8683,0.93069,0.93333,0.95357,0.67046,1.0161,0.49159,0.91492,0.0011882,0.0011882,0.0011882
412,1118.07,0.88687,0.46256,0.86181,0.93379,0.93723,0.95573,0.6917,0.96385,0.47219,0.90114,0.00118622,0.00118622,0.00118622
413,1120.74,0.93917,0.46806,0.87312,0.9389,0.93124,0.95288,0.67854,1.0001,0.48884,0.90726,0.00118424,0.00118424,0.00118424
414,1123.3,0.89512,0.46897,0.86251,0.94291,0.91429,0.95114,0.67121,1.04865,0.50587,0.91386,0.00118226,0.00118226,0.00118226
415,1125.78,0.88884,0.46895,0.8655,0.9272,0.92078,0.94967,0.69055,0.9793,0.49646,0.90058,0.00118028,0.00118028,0.00118028
416,1128.16,0.87673,0.46052,0.86192,0.93418,0.92511,0.9513,0.68353,0.99961,0.49559,0.90446,0.0011783,0.0011783,0.0011783
417,1130.69,0.91091,0.47296,0.87691,0.92975,0.9339,0.95199,0.68919,0.99177,0.4862,0.906,0.00117632,0.00117632,0.00117632
418,1133.14,0.9244,0.47413,0.86908,0.91919,0.91861,0.94574,0.68517,0.98385,0.49964,0.90058,0.00117434,0.00117434,0.00117434
419,1135.95,0.9329,0.4775,0.86441,0.91991,0.90909,0.94461,0.6818,0.98443,0.51337,0.89982,0.00117236,0.00117236,0.00117236
420,1138.49,0.89837,0.46037,0.86056,0.92265,0.90909,0.94687,0.69396,0.94529,0.51105,0.89396,0.00117038,0.00117038,0.00117038
421,1140.97,0.90422,0.47366,0.86444,0.92726,0.91609,0.94803,0.68719,0.97312,0.5027,0.89771,0.0011684,0.0011684,0.0011684
422,1143.32,0.89387,0.46259,0.85565,0.92663,0.92424,0.94915,0.68702,0.99866,0.49622,0.90416,0.00116642,0.00116642,0.00116642
423,1145.7,0.97262,0.48634,0.88179,0.92347,0.92857,0.94892,0.69378,0.98224,0.48652,0.90445,0.00116444,0.00116444,0.00116444
424,1148.09,0.89044,0.46195,0.86481,0.92237,0.9258,0.9485,0.69026,0.98624,0.48696,0.9047,0.00116246,0.00116246,0.00116246
425,1150.49,0.92429,0.47804,0.87189,0.9259,0.92554,0.94784,0.68645,0.98902,0.48809,0.90306,0.00116048,0.00116048,0.00116048
426,1152.93,0.90231,0.47282,0.86502,0.92768,0.929,0.94872,0.69628,0.95179,0.48454,0.89719,0.0011585,0.0011585,0.0011585
427,1155.4,0.93066,0.46342,0.85997,0.92989,0.92684,0.94943,0.69157,0.97339,0.48639,0.90106,0.00115652,0.00115652,0.00115652
428,1157.99,0.96342,0.4893,0.87486,0.92811,0.92208,0.94747,0.68667,0.98604,0.49018,0.90123,0.00115454,0.00115454,0.00115454
429,1160.84,0.86867,0.45802,0.86257,0.92599,0.92078,0.94631,0.69883,0.94214,0.48033,0.89402,0.00115256,0.00115256,0.00115256
430,1163.14,0.85573,0.44861,0.85703,0.925,0.93636,0.94914,0.68196,1.0003,0.48557,0.90829,0.00115058,0.00115058,0.00115058
431,1165.64,0.85754,0.44638,0.8542,0.91536,0.93593,0.94862,0.67343,1.01609,0.49551,0.91252,0.0011486,0.0011486,0.0011486
432,1168.25,0.85964,0.44524,0.86348,0.92202,0.93203,0.95214,0.69564,0.95076,0.48018,0.89636,0.00114662,0.00114662,0.00114662
433,1170.8,0.92562,0.47869,0.87384,0.93027,0.92641,0.9522,0.6951,0.97295,0.48641,0.89899,0.00114464,0.00114464,0.00114464
434,1173.3,0.8609,0.45307,0.86389,0.92545,0.92436,0.94949,0.69407,0.96315,0.49244,0.89605,0.00114266,0.00114266,0.00114266
435,1175.79,0.88646,0.45845,0.85777,0.92509,0.92493,0.94947,0.67961,0.99836,0.49979,0.90633,0.00114068,0.00114068,0.00114068
436,1178.26,0.91795,0.47105,0.87334,0.92778,0.93247,0.94904,0.65773,1.05231,0.4979,0.93007,0.0011387,0.0011387,0.0011387
437,1181.53,0.87408,0.45867,0.86287,0.92363,0.93463,0.95029,0.67402,0.98982,0.48545,0.91033,0.00113672,0.00113672,0.00113672
438,1183.94,0.87527,0.46466,0.8671,0.91223,0.93134,0.94782,0.68768,0.97362,0.49084,0.89885,0.00113474,0.00113474,0.00113474
439,1186.31,0.86192,0.44982,0.86458,0.92043,0.91641,0.94601,0.68272,0.98574,0.49764,0.90213,0.00113276,0.00113276,0.00113276
440,1188.86,0.90255,0.46104,0.85453,0.92587,0.92462,0.95073,0.70356,0.93086,0.48437,0.89015,0.00113078,0.00113078,0.00113078
441,1191.13,0.89338,0.45873,0.87659,0.92807,0.93333,0.95451,0.69572,0.97361,0.48335,0.8963,0.0011288,0.0011288,0.0011288
442,1193.6,0.89229,0.46393,0.86232,0.92795,0.92771,0.95218,0.69426,0.9729,0.48185,0.89937,0.00112682,0.00112682,0.00112682
443,1196.1,0.89431,0.45821,0.85013,0.92505,0.92641,0.95148,0.70066,0.94252,0.48098,0.89286,0.00112484,0.00112484,0.00112484
444,1198.55,0.91761,0.46439,0.8556,0.91864,0.92381,0.94683,0.69273,0.95532,0.48375,0.89506,0.00112286,0.00112286,0.00112286
445,1200.97,0.88299,0.45134,0.85707,0.92557,0.92049,0.94629,0.68359,0.98116,0.4874,0.9019,0.00112088,0.00112088,0.00112088
446,1203.43,0.91499,0.4739,0.88098,0.92152,0.92684,0.94628,0.68272,0.97867,0.48914,0.90105,0.0011189,0.0011189,0.0011189
447,1205.92,0.90485,0.46475,0.85682,0.91966,0.92671,0.94482,0.67369,1.00038,0.49634,0.90623,0.00111692,0.00111692,0.00111692
448,1208.87,0.87628,0.45184,0.86319,0.91731,0.92208,0.94275,0.67415,0.99464,0.49822,0.9096,0.00111494,0.00111494,0.00111494
449,1211.34,0.87514,0.45688,0.86392,0.92392,0.92524,0.9464,0.68354,0.98211,0.49223,0.90456,0.00111296,0.00111296,0.00111296
450,1213.67,0.85585,0.445,0.8555,0.92043,0.93141,0.94867,0.69473,0.94219,0.48689,0.89159,0.00111098,0.00111098,0.00111098
451,1216.21,0.88741,0.45212,0.85151,0.92071,0.93117,0.95133,0.70057,0.92973,0.47399,0.8907,0.001109,0.001109,0.001109
452,1218.66,0.8724,0.45575,0.85289,0.9162,0.93117,0.95187,0.70074,0.92694,0.47189,0.89153,0.00110702,0.00110702,0.00110702
453,1221.06,0.88868,0.46335,0.85826,0.92123,0.92424,0.95268,0.70715,0.9023,0.4686,0.88848,0.00110504,0.00110504,0.00110504
454,1223.43,0.8479,0.44083,0.85363,0.93,0.92601,0.95278,0.69819,0.95588,0.47418,0.89882,0.00110306,0.00110306,0.00110306
455,1225.91,0.8861,0.44628,0.86126,0.92737,0.92868,0.95289,0.68796,0.98874,0.48212,0.90574,0.00110108,0.00110108,0.00110108
456,1228.31,0.90678,0.46485,0.87788,0.92246,0.91675,0.94793,0.69508,0.95348,0.48081,0.89941,0.0010991,0.0010991,0.0010991
457,1230.74,0.90569,0.46571,0.86216,0.92792,0.914,0.94855,0.69421,0.96308,0.4841,0.89994,0.00109712,0.00109712,0.00109712
458,1234,0.84341,0.43911,0.85041,0.92893,0.91666,0.94882,0.69597,0.96487,0.48395,0.89861,0.00109514,0.00109514,0.00109514
459,1236.4,0.88681,0.46049,0.85408,0.93601,0.91775,0.94855,0.69787,0.95612,0.48377,0.89679,0.00109316,0.00109316,0.00109316
460,1239.03,0.86489,0.45995,0.8557,0.93899,0.91126,0.9472,0.68536,0.98719,0.48548,0.90239,0.00109118,0.00109118,0.00109118
461,1241.5,0.86429,0.4614,0.85794,0.93215,0.91584,0.94694,0.68378,0.96924,0.48372,0.90159,0.0010892,0.0010892,0.0010892
462,1243.98,0.88441,0.45645,0.85508,0.93008,0.92814,0.95113,0.67682,1.00042,0.48211,0.90813,0.00108722,0.00108722,0.00108722
463,1246.39,0.88506,0.45712,0.86412,0.9351,0.93117,0.95311,0.66179,1.06001,0.49014,0.92375,0.00108524,0.00108524,0.00108524
464,1248.93,0.91386,0.47772,0.87567,0.9281,0.93316,0.95157,0.69434,0.96631,0.47294,0.90152,0.00108326,0.00108326,0.00108326
465,1251.56,0.85492,0.45307,0.8589,0.93056,0.92825,0.95052,0.68769,0.99409,0.48305,0.90487,0.00108128,0.00108128,0.00108128
466,1254,0.89226,0.46779,0.86107,0.9258,0.92363,0.94927,0.68414,1.00422,0.48982,0.9065,0.0010793,0.0010793,0.0010793
467,1256.36,0.88139,0.44981,0.86514,0.93269,0.92379,0.94982,0.68549,0.99506,0.48641,0.90533,0.00107732,0.00107732,0.00107732
468,1258.91,0.89293,0.46587,0.85255,0.93081,0.9201,0.9481,0.67794,1.01431,0.49516,0.91068,0.00107534,0.00107534,0.00107534
469,1261.84,0.80993,0.43561,0.85955,0.93191,0.92727,0.95,0.68029,1.0089,0.48722,0.91047,0.00107336,0.00107336,0.00107336
470,1264.38,0.88445,0.46174,0.86077,0.92739,0.92944,0.95095,0.67692,1.01053,0.49668,0.90902,0.00107138,0.00107138,0.00107138
471,1266.77,0.87771,0.4578,0.8652,0.93125,0.92857,0.95114,0.67298,1.0213,0.49739,0.91162,0.0010694,0.0010694,0.0010694
472,1269.39,0.86126,0.44068,0.85776,0.93395,0.93044,0.9522,0.67409,1.02908,0.48371,0.91503,0.00106742,0.00106742,0.00106742
473,1271.84,0.82158,0.44087,0.84668,0.93006,0.92679,0.95003,0.66799,1.01911,0.48855,0.91471,0.00106544,0.00106544,0.00106544
474,1274.37,0.88401,0.4559,0.85478,0.92174,0.92424,0.94693,0.66597,0.99819,0.49533,0.91675,0.00106346,0.00106346,0.00106346
475,1276.92,0.88536,0.45315,0.8555,0.92697,0.92121,0.94818,0.65164,1.04283,0.50238,0.92794,0.00106148,0.00106148,0.00106148
476,1279.24,0.86227,0.44531,0.85352,0.92272,0.91775,0.94584,0.66963,1.00603,0.49682,0.90949,0.0010595,0.0010595,0.0010595
477,1281.5,0.86083,0.44726,0.85996,0.92566,0.92174,0.94757,0.67691,0.99075,0.4864,0.90562,0.00105752,0.00105752,0.00105752
478,1283.98,0.84973,0.43904,0.85624,0.92971,0.92762,0.95078,0.67595,1.01454,0.48334,0.91285,0.00105554,0.00105554,0.00105554
479,1286.82,0.86973,0.46513,0.87166,0.9243,0.92294,0.94937,0.69146,0.9615,0.4846,0.89878,0.00105356,0.00105356,0.00105356
480,1289.43,0.94925,0.47062,0.86807,0.92552,0.91255,0.94824,0.6834,0.97683,0.498,0.89908,0.00105158,0.00105158,0.00105158
481,1291.91,0.87987,0.45527,0.86363,0.93173,0.92078,0.95027,0.67342,1.02105,0.49921,0.9081,0.0010496,0.0010496,0.0010496
482,1294.34,0.87628,0.45022,0.85673,0.92707,0.92251,0.94884,0.69693,0.95863,0.47849,0.89552,0.00104762,0.00104762,0.00104762
483,1296.7,0.83286,0.4401,0.85501,0.92955,0.92381,0.9506,0.68872,0.98694,0.48538,0.90126,0.00104564,0.00104564,0.00104564
484,1299.08,0.85952,0.44809,0.85599,0.93143,0.92727,0.95065,0.67577,1.01665,0.48549,0.91608,0.00104366,0.00104366,0.00104366
485,1301.56,0.82529,0.43468,0.84909,0.92502,0.92511,0.95063,0.68734,0.97404,0.48024,0.90665,0.00104168,0.00104168,0.00104168
486,1304.05,0.84079,0.43668,0.85278,0.92658,0.92324,0.95121,0.66141,1.03875,0.49371,0.92456,0.0010397,0.0010397,0.0010397
487,1306.63,0.93673,0.47265,0.87626,0.92914,0.92294,0.95172,0.65558,1.05588,0.49669,0.9315,0.00103772,0.00103772,0.00103772
488,1309.18,0.86651,0.4441,0.85594,0.92612,0.92252,0.9517,0.67099,0.98928,0.48984,0.91331,0.00103574,0.00103574,0.00103574
489,1311.91,0.85216,0.44668,0.84705,0.92724,0.91576,0.94973,0.67081,0.99905,0.49918,0.91133,0.00103376,0.00103376,0.00103376
490,1314.28,0.83244,0.4419,0.85281,0.92966,0.92208,0.94847,0.676,0.98991,0.49102,0.90727,0.00103178,0.00103178,0.00103178
491,1316.82,0.83835,0.43548,0.84624,0.92142,0.92381,0.94759,0.6881,0.96383,0.48501,0.89871,0.0010298,0.0010298,0.0010298
492,1319.16,0.85304,0.44434,0.85739,0.92638,0.929,0.95012,0.68768,0.98929,0.47913,0.9029,0.00102782,0.00102782,0.00102782
493,1321.6,0.85587,0.44534,0.85752,0.92577,0.92863,0.9503,0.68481,0.99971,0.48567,0.90525,0.00102584,0.00102584,0.00102584
494,1324.16,0.82057,0.43784,0.84652,0.93164,0.93211,0.95318,0.69117,0.95747,0.47034,0.89731,0.00102386,0.00102386,0.00102386
495,1326.57,0.84442,0.43711,0.85309,0.93934,0.93175,0.95579,0.68476,0.98999,0.47419,0.90326,0.00102188,0.00102188,0.00102188
496,1329.04,0.85881,0.43764,0.85904,0.93673,0.92939,0.95439,0.69622,0.95577,0.46496,0.89809,0.0010199,0.0010199,0.0010199
497,1331.57,0.86099,0.4489,0.85832,0.9346,0.92814,0.95521,0.69332,0.96489,0.47265,0.89636,0.00101792,0.00101792,0.00101792
498,1334.76,0.88525,0.44486,0.85281,0.93758,0.92294,0.95327,0.69624,0.95394,0.47737,0.89512,0.00101594,0.00101594,0.00101594
499,1337.18,0.86016,0.44437,0.85556,0.93611,0.92612,0.95296,0.70267,0.93958,0.47633,0.89285,0.00101396,0.00101396,0.00101396
500,1339.73,0.87378,0.44244,0.86759,0.93317,0.92484,0.95229,0.69012,0.98233,0.48548,0.89918,0.00101198,0.00101198,0.00101198
501,1342.09,0.84213,0.43112,0.85708,0.93232,0.92165,0.95042,0.69583,0.97031,0.48286,0.89765,0.00101,0.00101,0.00101
502,1344.48,0.86702,0.44138,0.86009,0.93573,0.92078,0.95024,0.67532,1.01148,0.48937,0.90667,0.00100802,0.00100802,0.00100802
503,1347.01,0.83829,0.44332,0.85837,0.93257,0.92121,0.94918,0.67016,1.02304,0.49157,0.91025,0.00100604,0.00100604,0.00100604
504,1349.56,0.89594,0.46738,0.869,0.93478,0.92035,0.94784,0.67248,1.0147,0.48627,0.91054,0.00100406,0.00100406,0.00100406
505,1352.01,0.85355,0.44513,0.85504,0.92298,0.91991,0.94675,0.67797,0.98681,0.48382,0.90394,0.00100208,0.00100208,0.00100208
506,1354.52,0.84386,0.4429,0.84652,0.92211,0.92757,0.95141,0.68492,0.9897,0.48189,0.90454,0.0010001,0.0010001,0.0010001
507,1357.47,0.88766,0.45075,0.85981,0.92268,0.92988,0.95252,0.68341,0.99333,0.4837,0.90687,0.00099812,0.00099812,0.00099812
508,1360.07,0.82538,0.43027,0.8449,0.9286,0.9303,0.9541,0.69869,0.96274,0.46708,0.89833,0.00099614,0.00099614,0.00099614
509,1362.39,0.86747,0.44259,0.85929,0.93121,0.93175,0.95533,0.69897,0.96603,0.46699,0.89803,0.00099416,0.00099416,0.00099416
510,1364.94,0.90612,0.47168,0.86798,0.92909,0.93583,0.95582,0.69933,0.96866,0.47071,0.8992,0.00099218,0.00099218,0.00099218
511,1367.52,0.86094,0.43833,0.85832,0.93226,0.93463,0.95774,0.69443,0.98569,0.47483,0.90291,0.0009902,0.0009902,0.0009902
512,1369.98,0.82697,0.42992,0.84963,0.93066,0.93377,0.9554,0.7017,0.95942,0.46933,0.89904,0.00098822,0.00098822,0.00098822
513,1372.48,0.88742,0.45425,0.8552,0.9279,0.93046,0.95535,0.69881,0.9644,0.47143,0.90032,0.00098624,0.00098624,0.00098624
514,1375.03,0.86425,0.43814,0.85275,0.93556,0.92554,0.95331,0.67286,1.02619,0.49251,0.92241,0.00098426,0.00098426,0.00098426
515,1377.3,0.85514,0.44109,0.86144,0.93456,0.92554,0.95214,0.66478,1.04633,0.50008,0.92905,0.00098228,0.00098228,0.00098228
516,1380.27,0.90362,0.45623,0.86761,0.93211,0.9213,0.94899,0.6695,1.01931,0.48978,0.92191,0.0009803,0.0009803,0.0009803
517,1382.61,0.81894,0.42622,0.85487,0.93303,0.92283,0.95029,0.67858,1.00395,0.48207,0.91251,0.00097832,0.00097832,0.00097832
518,1385.13,0.83517,0.43947,0.84108,0.93348,0.92857,0.95253,0.70106,0.94679,0.46568,0.89605,0.00097634,0.00097634,0.00097634
519,1387.63,0.82178,0.42786,0.8491,0.93625,0.92822,0.95144,0.70058,0.93932,0.46306,0.89687,0.00097436,0.00097436,0.00097436
520,1390.12,0.88006,0.45228,0.86112,0.93148,0.92597,0.95123,0.69649,0.94069,0.47528,0.89465,0.00097238,0.00097238,0.00097238
521,1392.56,0.84571,0.43443,0.84968,0.93364,0.91363,0.94943,0.69688,0.9344,0.48546,0.89119,0.0009704,0.0009704,0.0009704
522,1394.97,0.86436,0.44502,0.86198,0.9395,0.90952,0.95029,0.67685,1.00777,0.49964,0.90638,0.00096842,0.00096842,0.00096842
523,1397.46,0.84436,0.43631,0.85365,0.93101,0.91718,0.95005,0.67503,1.01871,0.49894,0.91045,0.00096644,0.00096644,0.00096644
524,1400.05,0.89827,0.45354,0.85384,0.92814,0.92254,0.95111,0.67832,1.01509,0.49496,0.90796,0.00096446,0.00096446,0.00096446
525,1403.11,0.92058,0.46039,0.85949,0.92974,0.92251,0.95052,0.67871,1.00708,0.49125,0.90854,0.00096248,0.00096248,0.00096248
526,1405.53,0.87161,0.44992,0.85662,0.93753,0.91612,0.94992,0.67708,0.99709,0.48826,0.91167,0.0009605,0.0009605,0.0009605
527,1407.94,0.89499,0.45194,0.85457,0.9319,0.92035,0.94973,0.67993,0.99533,0.49396,0.91066,0.00095852,0.00095852,0.00095852
528,1410.48,0.89975,0.46677,0.86022,0.93267,0.92351,0.95157,0.66998,1.03399,0.49149,0.91617,0.00095654,0.00095654,0.00095654
529,1412.78,0.88305,0.44918,0.86842,0.93358,0.93117,0.95193,0.67986,1.00442,0.47869,0.91195,0.00095456,0.00095456,0.00095456
530,1415.21,0.85668,0.44013,0.86151,0.93831,0.93117,0.95321,0.68938,0.98605,0.4734,0.90368,0.00095258,0.00095258,0.00095258
531,1417.66,0.82235,0.42513,0.84905,0.93522,0.92987,0.95268,0.68109,1.01203,0.48188,0.90445,0.0009506,0.0009506,0.0009506
532,1420.2,0.8917,0.45226,0.85071,0.92987,0.9303,0.95196,0.6915,0.97733,0.47345,0.90062,0.00094862,0.00094862,0.00094862
533,1422.61,0.88245,0.45115,0.86242,0.93527,0.92381,0.95118,0.6897,0.97865,0.47445,0.90363,0.00094664,0.00094664,0.00094664
534,1425.02,0.8806,0.44684,0.86271,0.92763,0.92424,0.94948,0.67386,1.02232,0.48768,0.91038,0.00094466,0.00094466,0.00094466
535,1427.48,0.85645,0.44363,0.84762,0.92127,0.92198,0.94875,0.67,1.03273,0.49511,0.91252,0.00094268,0.00094268,0.00094268
536,1430.83,0.84831,0.44539,0.84709,0.92378,0.92342,0.9501,0.67738,1.00992,0.48979,0.90722,0.0009407,0.0009407,0.0009407
537,1433.3,0.77729,0.41838,0.85023,0.93248,0.91818,0.95035,0.67581,0.99679,0.48949,0.9042,0.00093872,0.00093872,0.00093872
538,1436.01,0.82348,0.4371,0.85152,0.93956,0.9153,0.95074,0.65716,1.0446,0.4982,0.92049,0.00093674,0.00093674,0.00093674
539,1438.47,0.81723,0.42639,0.84655,0.93142,0.91255,0.94758,0.64383,1.0799,0.50936,0.93198,0.00093476,0.00093476,0.00093476
540,1441.05,0.838,0.43878,0.85539,0.93368,0.90996,0.94992,0.65342,1.06041,0.5046,0.92795,0.00093278,0.00093278,0.00093278
541,1443.58,0.82351,0.43659,0.85758,0.93542,0.91342,0.95098,0.66019,1.0517,0.50372,0.92277,0.0009308,0.0009308,0.0009308
542,1446.16,0.85872,0.44994,0.84692,0.93616,0.91419,0.95017,0.66969,1.02688,0.4957,0.90995,0.00092882,0.00092882,0.00092882
543,1448.61,0.8838,0.45186,0.85689,0.93487,0.92165,0.95121,0.66609,1.03898,0.49743,0.91313,0.00092684,0.00092684,0.00092684
544,1451.09,0.85244,0.44258,0.85189,0.92315,0.92814,0.94864,0.67188,1.02795,0.49347,0.90961,0.00092486,0.00092486,0.00092486
545,1453.49,0.83498,0.43821,0.85685,0.92525,0.92814,0.94881,0.67518,1.02094,0.48509,0.91027,0.00092288,0.00092288,0.00092288
546,1456.02,0.86449,0.43868,0.86106,0.93809,0.92481,0.94974,0.65954,1.08825,0.49172,0.92928,0.0009209,0.0009209,0.0009209
547,1458.84,0.86246,0.44205,0.86489,0.93396,0.93247,0.95265,0.68933,0.99579,0.47323,0.90515,0.00091892,0.00091892,0.00091892
548,1461.36,0.85735,0.43976,0.85728,0.9389,0.93124,0.95393,0.69613,0.97469,0.47281,0.89945,0.00091694,0.00091694,0.00091694
549,1463.68,0.83516,0.44576,0.85268,0.94181,0.9303,0.95547,0.69223,0.98151,0.47132,0.90107,0.00091496,0.00091496,0.00091496
